orig_question_num,question,possible_answers,correct_answer,text,context_num
Q_372,What was the peak wind gust recorded at Owen Roberts International Airport?,"['25 mph', '30 mph', '35 mph', '40 mph']",2,"### Article: Hurricane Idalia.
### Section: Impact.
### Subsection: Caribbean.
### Text: The storm brought heavy rainfall to the Yucatán Peninsula. As Idalia became a tropical storm, Cayman Islands were lashed with rough seas and strong winds. Owen Roberts International Airport had recorded a peak wind gust of 35 mph (56 km/h). Idalia also brought heavy rain, reaching up to 2 inches (51 mm) causing some flooding. Flooding occurred in Güira de Melena and Guanimar in Cuba, and high winds hit Pinar del Río Province. Rainfall reached 4 inches (100 mm) across portions of the country.",16
Q_373,How much rainfall was recorded across portions of Cuba?,"['2 inches', '3 inches', '4 inches', '5 inches']",2,"### Article: Hurricane Idalia.
### Section: Impact.
### Subsection: Caribbean.
### Text: The storm brought heavy rainfall to the Yucatán Peninsula. As Idalia became a tropical storm, Cayman Islands were lashed with rough seas and strong winds. Owen Roberts International Airport had recorded a peak wind gust of 35 mph (56 km/h). Idalia also brought heavy rain, reaching up to 2 inches (51 mm) causing some flooding. Flooding occurred in Güira de Melena and Guanimar in Cuba, and high winds hit Pinar del Río Province. Rainfall reached 4 inches (100 mm) across portions of the country.",16
Q_374,Which province in Cuba was hit by high winds?,"['Havana Province', 'Pinar del Río Province', 'Matanzas Province', 'Santiago de Cuba Province']",1,"### Article: Hurricane Idalia.
### Section: Impact.
### Subsection: Caribbean.
### Text: The storm brought heavy rainfall to the Yucatán Peninsula. As Idalia became a tropical storm, Cayman Islands were lashed with rough seas and strong winds. Owen Roberts International Airport had recorded a peak wind gust of 35 mph (56 km/h). Idalia also brought heavy rain, reaching up to 2 inches (51 mm) causing some flooding. Flooding occurred in Güira de Melena and Guanimar in Cuba, and high winds hit Pinar del Río Province. Rainfall reached 4 inches (100 mm) across portions of the country.",16
Q_375,What was the effect of heavy rain in Güira de Melena and Guanimar in Cuba?,"['Landslides', 'Flooding', 'Drought', 'Wildfires']",1,"### Article: Hurricane Idalia.
### Section: Impact.
### Subsection: Caribbean.
### Text: The storm brought heavy rainfall to the Yucatán Peninsula. As Idalia became a tropical storm, Cayman Islands were lashed with rough seas and strong winds. Owen Roberts International Airport had recorded a peak wind gust of 35 mph (56 km/h). Idalia also brought heavy rain, reaching up to 2 inches (51 mm) causing some flooding. Flooding occurred in Güira de Melena and Guanimar in Cuba, and high winds hit Pinar del Río Province. Rainfall reached 4 inches (100 mm) across portions of the country.",16
Q_396,What was the alleged action of the defendants in the Georgia election racketeering case?,"['They tampered with electronic ballot markers and tabulating machines', 'They stole ballots from the server room', 'They hacked into the Dominion Voting Systems equipment', 'They voted multiple times in the election']",0,"### Article: List of alleged Georgia election racketeers.
### Section: Remaining defendants.
### Subsection: None.
### Text: According to the Washington Post, shortly after the election, she produced a viral video allegedly documenting vulnerabilities in Dominion Voting Systems equipment. She told the Post that Hall and the other defendants had not gone into a room containing touch-screen voting machines, but had no knowledge of whether they had been in the server room containing the computer that tabulates ballots. She is accused of ""willfully and unlawfully tampering with electronic ballot markers and tabulating machines"" and ""unlawful possession of ballots,"" along with Latham, Hall, and Powell. There is overlap with the co-conspirators mentioned in the federal indictment of Trump issued two weeks earlier. In the federal indictment, Giuliani was listed as co-conspirator No. #1, Eastman was #2, Powell was #3, Clark was #4, and Chesebro was #5. All five of these people, though not charged in the federal prosecution, are charged as co-defendants in the Georgia prosecution. (Co-conspirator No. #6 in the federal indictment has not yet been conclusively identified by the public. ).",17
Q_397,Who is the person who produced a viral video allegedly documenting vulnerabilities in Dominion Voting Systems equipment?,"['Latham', 'Hall', 'Powell', 'The author of the article']",3,"### Article: List of alleged Georgia election racketeers.
### Section: Remaining defendants.
### Subsection: None.
### Text: According to the Washington Post, shortly after the election, she produced a viral video allegedly documenting vulnerabilities in Dominion Voting Systems equipment. She told the Post that Hall and the other defendants had not gone into a room containing touch-screen voting machines, but had no knowledge of whether they had been in the server room containing the computer that tabulates ballots. She is accused of ""willfully and unlawfully tampering with electronic ballot markers and tabulating machines"" and ""unlawful possession of ballots,"" along with Latham, Hall, and Powell. There is overlap with the co-conspirators mentioned in the federal indictment of Trump issued two weeks earlier. In the federal indictment, Giuliani was listed as co-conspirator No. #1, Eastman was #2, Powell was #3, Clark was #4, and Chesebro was #5. All five of these people, though not charged in the federal prosecution, are charged as co-defendants in the Georgia prosecution. (Co-conspirator No. #6 in the federal indictment has not yet been conclusively identified by the public. ).",17
Q_398,What is the number of co-conspirators mentioned in the federal indictment of Trump?,"['3', '5', '6', 'Unknown']",2,"### Article: List of alleged Georgia election racketeers.
### Section: Remaining defendants.
### Subsection: None.
### Text: According to the Washington Post, shortly after the election, she produced a viral video allegedly documenting vulnerabilities in Dominion Voting Systems equipment. She told the Post that Hall and the other defendants had not gone into a room containing touch-screen voting machines, but had no knowledge of whether they had been in the server room containing the computer that tabulates ballots. She is accused of ""willfully and unlawfully tampering with electronic ballot markers and tabulating machines"" and ""unlawful possession of ballots,"" along with Latham, Hall, and Powell. There is overlap with the co-conspirators mentioned in the federal indictment of Trump issued two weeks earlier. In the federal indictment, Giuliani was listed as co-conspirator No. #1, Eastman was #2, Powell was #3, Clark was #4, and Chesebro was #5. All five of these people, though not charged in the federal prosecution, are charged as co-defendants in the Georgia prosecution. (Co-conspirator No. #6 in the federal indictment has not yet been conclusively identified by the public. ).",17
Q_399,Who is listed as co-conspirator No. #1 in the federal indictment of Trump?,"['Eastman', 'Giuliani', 'Powell', 'Clark']",1,"### Article: List of alleged Georgia election racketeers.
### Section: Remaining defendants.
### Subsection: None.
### Text: According to the Washington Post, shortly after the election, she produced a viral video allegedly documenting vulnerabilities in Dominion Voting Systems equipment. She told the Post that Hall and the other defendants had not gone into a room containing touch-screen voting machines, but had no knowledge of whether they had been in the server room containing the computer that tabulates ballots. She is accused of ""willfully and unlawfully tampering with electronic ballot markers and tabulating machines"" and ""unlawful possession of ballots,"" along with Latham, Hall, and Powell. There is overlap with the co-conspirators mentioned in the federal indictment of Trump issued two weeks earlier. In the federal indictment, Giuliani was listed as co-conspirator No. #1, Eastman was #2, Powell was #3, Clark was #4, and Chesebro was #5. All five of these people, though not charged in the federal prosecution, are charged as co-defendants in the Georgia prosecution. (Co-conspirator No. #6 in the federal indictment has not yet been conclusively identified by the public. ).",17
Q_424,What was the outcome of the video of the brawl in Montgomery?,"['It was ignored by the public', 'It sparked discussions on race relations', 'It was condemned by the Mayor', 'It was praised by the community']",1,"### Article: Montgomery Riverfront brawl.
### Section: Public reaction and media coverage.
### Subsection: None.
### Text: The video of the brawl quickly went viral, drawing national attention and sparking discussions on race relations in Montgomery. Mayor Steven Reed condemned the brawl, describing the instigators as ""reckless individuals"" and commending the swift response of the police department and community members. Writing for the Montgomery Advertiser, journalist Shannon Heupel detailed positive reactions to the co-captain. A 16-year old Black male wearing a blue ""crew"" shirt, identified publicly as ""Aaren,"" was nicknamed ""Black Aquaman"" after he dived off Harriott II to defend the co-captain. His actions were also praised. The brawl was recounted in the song ""Montgomery Brawl"". .",18
Q_425,Who condemned the brawl in Montgomery?,"['Shannon Heupel', 'Aaren', 'Mayor Steven Reed', 'The co-captain']",2,"### Article: Montgomery Riverfront brawl.
### Section: Public reaction and media coverage.
### Subsection: None.
### Text: The video of the brawl quickly went viral, drawing national attention and sparking discussions on race relations in Montgomery. Mayor Steven Reed condemned the brawl, describing the instigators as ""reckless individuals"" and commending the swift response of the police department and community members. Writing for the Montgomery Advertiser, journalist Shannon Heupel detailed positive reactions to the co-captain. A 16-year old Black male wearing a blue ""crew"" shirt, identified publicly as ""Aaren,"" was nicknamed ""Black Aquaman"" after he dived off Harriott II to defend the co-captain. His actions were also praised. The brawl was recounted in the song ""Montgomery Brawl"". .",18
Q_426,What was the nickname given to the 16-year old Black male who dived off Harriott II?,"['Black Superman', 'Black Aquaman', 'Black Hero', 'Black Savior']",1,"### Article: Montgomery Riverfront brawl.
### Section: Public reaction and media coverage.
### Subsection: None.
### Text: The video of the brawl quickly went viral, drawing national attention and sparking discussions on race relations in Montgomery. Mayor Steven Reed condemned the brawl, describing the instigators as ""reckless individuals"" and commending the swift response of the police department and community members. Writing for the Montgomery Advertiser, journalist Shannon Heupel detailed positive reactions to the co-captain. A 16-year old Black male wearing a blue ""crew"" shirt, identified publicly as ""Aaren,"" was nicknamed ""Black Aquaman"" after he dived off Harriott II to defend the co-captain. His actions were also praised. The brawl was recounted in the song ""Montgomery Brawl"". .",18
Q_427,What was the title of the song that recounted the Montgomery brawl?,"['Montgomery Fight', 'Riverfront Brawl', 'Montgomery Brawl', 'Harriott II Incident']",2,"### Article: Montgomery Riverfront brawl.
### Section: Public reaction and media coverage.
### Subsection: None.
### Text: The video of the brawl quickly went viral, drawing national attention and sparking discussions on race relations in Montgomery. Mayor Steven Reed condemned the brawl, describing the instigators as ""reckless individuals"" and commending the swift response of the police department and community members. Writing for the Montgomery Advertiser, journalist Shannon Heupel detailed positive reactions to the co-captain. A 16-year old Black male wearing a blue ""crew"" shirt, identified publicly as ""Aaren,"" was nicknamed ""Black Aquaman"" after he dived off Harriott II to defend the co-captain. His actions were also praised. The brawl was recounted in the song ""Montgomery Brawl"". .",18
Q_448,How many wrestlers participated in the opening eight-man Scramble match?,"['6', '7', '8', '9']",2,"### Article: Multiverse United 2.
### Section: Event.
### Subsection: Preliminary matches.
### Text: The opening contest of the event was an eight-man Scramble contested between Chris Sabin, Yoh, Frankie Kazarian, Kevin Knight, Bushi, Mao, El Desperado and Rich Swann. In the opening stages, Kazarian delivered a diving legdrop to Sabin. Desperado then delivered a cutter to Mao. Sabin and Kazarian then delivered a Tower of Doom to Mao, Swann and Desperado. Knight then delivered a frog splash to Swann, but Yoh broke up the pinfall. Kazarian then delivered a slingshot cutter to Knight, but Desperado then immediately delivered a spinebuster to Kazarian, allowing Sabin to deliver the Cradle Shock to Yoh for the win. After the match, Bushi sprayed mist into Sabin's eyes. Next, Moose and Eddie Edwards faced TMDK (Shane Haste and Zack Sabre Jr. ). In the closing stages, Edwards delivered a Blue Thunder Bomb to Sabre Jr.",19
Q_449,Who delivered a diving legdrop to Chris Sabin in the opening stages of the match?,"['Frankie Kazarian', 'Kevin Knight', 'El Desperado', 'Rich Swann']",0,"### Article: Multiverse United 2.
### Section: Event.
### Subsection: Preliminary matches.
### Text: The opening contest of the event was an eight-man Scramble contested between Chris Sabin, Yoh, Frankie Kazarian, Kevin Knight, Bushi, Mao, El Desperado and Rich Swann. In the opening stages, Kazarian delivered a diving legdrop to Sabin. Desperado then delivered a cutter to Mao. Sabin and Kazarian then delivered a Tower of Doom to Mao, Swann and Desperado. Knight then delivered a frog splash to Swann, but Yoh broke up the pinfall. Kazarian then delivered a slingshot cutter to Knight, but Desperado then immediately delivered a spinebuster to Kazarian, allowing Sabin to deliver the Cradle Shock to Yoh for the win. After the match, Bushi sprayed mist into Sabin's eyes. Next, Moose and Eddie Edwards faced TMDK (Shane Haste and Zack Sabre Jr. ). In the closing stages, Edwards delivered a Blue Thunder Bomb to Sabre Jr.",19
Q_450,Who faced TMDK (Shane Haste and Zack Sabre Jr.) in the second match?,"['Chris Sabin and Yoh', 'Moose and Eddie Edwards', 'Bushi and Mao', 'Frankie Kazarian and Kevin Knight']",1,"### Article: Multiverse United 2.
### Section: Event.
### Subsection: Preliminary matches.
### Text: The opening contest of the event was an eight-man Scramble contested between Chris Sabin, Yoh, Frankie Kazarian, Kevin Knight, Bushi, Mao, El Desperado and Rich Swann. In the opening stages, Kazarian delivered a diving legdrop to Sabin. Desperado then delivered a cutter to Mao. Sabin and Kazarian then delivered a Tower of Doom to Mao, Swann and Desperado. Knight then delivered a frog splash to Swann, but Yoh broke up the pinfall. Kazarian then delivered a slingshot cutter to Knight, but Desperado then immediately delivered a spinebuster to Kazarian, allowing Sabin to deliver the Cradle Shock to Yoh for the win. After the match, Bushi sprayed mist into Sabin's eyes. Next, Moose and Eddie Edwards faced TMDK (Shane Haste and Zack Sabre Jr. ). In the closing stages, Edwards delivered a Blue Thunder Bomb to Sabre Jr.",19
Q_451,What move did Chris Sabin use to win the match against Yoh?,"['Cradle Shock', 'Tower of Doom', 'Spinebuster', 'Frog Splash']",0,"### Article: Multiverse United 2.
### Section: Event.
### Subsection: Preliminary matches.
### Text: The opening contest of the event was an eight-man Scramble contested between Chris Sabin, Yoh, Frankie Kazarian, Kevin Knight, Bushi, Mao, El Desperado and Rich Swann. In the opening stages, Kazarian delivered a diving legdrop to Sabin. Desperado then delivered a cutter to Mao. Sabin and Kazarian then delivered a Tower of Doom to Mao, Swann and Desperado. Knight then delivered a frog splash to Swann, but Yoh broke up the pinfall. Kazarian then delivered a slingshot cutter to Knight, but Desperado then immediately delivered a spinebuster to Kazarian, allowing Sabin to deliver the Cradle Shock to Yoh for the win. After the match, Bushi sprayed mist into Sabin's eyes. Next, Moose and Eddie Edwards faced TMDK (Shane Haste and Zack Sabre Jr. ). In the closing stages, Edwards delivered a Blue Thunder Bomb to Sabre Jr.",19
Q_464,Who returned the cup to Dar?,"['Frazer', 'Baron Corbin', 'Bate', 'Von Wagner']",2,"### Article: NXT Heatwave (2023).
### Section: Production.
### Subsection: Storylines.
### Text: Dar agreed and Bate returned the cup to him. On the August 15 episode, it was announced that Frazer would face Dar to determine the undisputed NXT Heritage Cup Champion. On the August 15 episode of NXT, Baron Corbin said he was ushering in a new era for himself during a promo, but was interrupted by Von Wagner and his manager Mr. Stone. Wagner challenged Corbin to a match at Heatwave, which was made official. Since May, Schism (Joe Gacy, Jagger Reid, Rip Fowler, and Ava) had been feuding with Diamond Mine (Brutus Creed, Julius Creed, and Ivy Nile). On the July 4 episode of NXT, The Dyad (Reid and Fowler) defeated the Creed Brothers with a stipulation that the losing team had to leave NXT. Over the next few weeks, unidentified individuals wearing Schism masks began costing matches for the group. Schism suspected the masked individuals were the Creed Brothers, but the latter denied involvement. A match between Ava and Nile (the former's debut singles match) was later scheduled for Heatwave.",20
Q_465,Who challenged Baron Corbin to a match at Heatwave?,"['Frazer', 'Von Wagner', 'Joe Gacy', 'Brutus Creed']",1,"### Article: NXT Heatwave (2023).
### Section: Production.
### Subsection: Storylines.
### Text: Dar agreed and Bate returned the cup to him. On the August 15 episode, it was announced that Frazer would face Dar to determine the undisputed NXT Heritage Cup Champion. On the August 15 episode of NXT, Baron Corbin said he was ushering in a new era for himself during a promo, but was interrupted by Von Wagner and his manager Mr. Stone. Wagner challenged Corbin to a match at Heatwave, which was made official. Since May, Schism (Joe Gacy, Jagger Reid, Rip Fowler, and Ava) had been feuding with Diamond Mine (Brutus Creed, Julius Creed, and Ivy Nile). On the July 4 episode of NXT, The Dyad (Reid and Fowler) defeated the Creed Brothers with a stipulation that the losing team had to leave NXT. Over the next few weeks, unidentified individuals wearing Schism masks began costing matches for the group. Schism suspected the masked individuals were the Creed Brothers, but the latter denied involvement. A match between Ava and Nile (the former's debut singles match) was later scheduled for Heatwave.",20
Q_466,What was the stipulation of the match between The Dyad and the Creed Brothers on the July 4 episode of NXT?,"['The losing team had to leave NXT', 'The winning team would get a title shot', 'The match would be a no-disqualification match', 'The match would be a tag team match']",0,"### Article: NXT Heatwave (2023).
### Section: Production.
### Subsection: Storylines.
### Text: Dar agreed and Bate returned the cup to him. On the August 15 episode, it was announced that Frazer would face Dar to determine the undisputed NXT Heritage Cup Champion. On the August 15 episode of NXT, Baron Corbin said he was ushering in a new era for himself during a promo, but was interrupted by Von Wagner and his manager Mr. Stone. Wagner challenged Corbin to a match at Heatwave, which was made official. Since May, Schism (Joe Gacy, Jagger Reid, Rip Fowler, and Ava) had been feuding with Diamond Mine (Brutus Creed, Julius Creed, and Ivy Nile). On the July 4 episode of NXT, The Dyad (Reid and Fowler) defeated the Creed Brothers with a stipulation that the losing team had to leave NXT. Over the next few weeks, unidentified individuals wearing Schism masks began costing matches for the group. Schism suspected the masked individuals were the Creed Brothers, but the latter denied involvement. A match between Ava and Nile (the former's debut singles match) was later scheduled for Heatwave.",20
Q_467,Who is scheduled to face Ivy Nile at Heatwave?,"['Ava', 'Julius Creed', 'Rip Fowler', 'Jagger Reid']",0,"### Article: NXT Heatwave (2023).
### Section: Production.
### Subsection: Storylines.
### Text: Dar agreed and Bate returned the cup to him. On the August 15 episode, it was announced that Frazer would face Dar to determine the undisputed NXT Heritage Cup Champion. On the August 15 episode of NXT, Baron Corbin said he was ushering in a new era for himself during a promo, but was interrupted by Von Wagner and his manager Mr. Stone. Wagner challenged Corbin to a match at Heatwave, which was made official. Since May, Schism (Joe Gacy, Jagger Reid, Rip Fowler, and Ava) had been feuding with Diamond Mine (Brutus Creed, Julius Creed, and Ivy Nile). On the July 4 episode of NXT, The Dyad (Reid and Fowler) defeated the Creed Brothers with a stipulation that the losing team had to leave NXT. Over the next few weeks, unidentified individuals wearing Schism masks began costing matches for the group. Schism suspected the masked individuals were the Creed Brothers, but the latter denied involvement. A match between Ava and Nile (the former's debut singles match) was later scheduled for Heatwave.",20
Q_480,What was the new single-day rainfall record set in inches?,"['10 in', '15 in', '20 in', '25 in']",2,"### Article: Hurricane Hilary.
### Section: Impact.
### Subsection: United States.
### Text: 20 in (56 mm), setting a new single-day rainfall record; the amount was more than the annual average rainfall of 2. 15 in (55 mm). The highest rain totals were recorded in the San Bernardino Mountains – 11. 73 in (298 mm) at Raywood Flats, and the San Jacinto Mountains – 11. 74 in (298 mm) at Mount San Jacinto. In California, portions of I-8, I-10, I-15, SR 14, and the Pacific Coast Highway closed due to flooding and rockslides. All roads in Death Valley National Park were severely damaged by flash flooding, forcing a two-month shutdown of the entire park. Floodwaters entered Eisenhower Medical Center in Rancho Mirage, but this did not impact operations there. 9-1-1 lines were down in Palm Springs, Cathedral City, and Indio. Vehicles were inundated in Palm Springs, and Coachella Valley.",21
Q_481,Which mountain range recorded a rainfall of 11.73 in at Raywood Flats?,"['San Jacinto Mountains', 'San Bernardino Mountains', 'Sierra Nevada Mountains', 'Rocky Mountains']",1,"### Article: Hurricane Hilary.
### Section: Impact.
### Subsection: United States.
### Text: 20 in (56 mm), setting a new single-day rainfall record; the amount was more than the annual average rainfall of 2. 15 in (55 mm). The highest rain totals were recorded in the San Bernardino Mountains – 11. 73 in (298 mm) at Raywood Flats, and the San Jacinto Mountains – 11. 74 in (298 mm) at Mount San Jacinto. In California, portions of I-8, I-10, I-15, SR 14, and the Pacific Coast Highway closed due to flooding and rockslides. All roads in Death Valley National Park were severely damaged by flash flooding, forcing a two-month shutdown of the entire park. Floodwaters entered Eisenhower Medical Center in Rancho Mirage, but this did not impact operations there. 9-1-1 lines were down in Palm Springs, Cathedral City, and Indio. Vehicles were inundated in Palm Springs, and Coachella Valley.",21
Q_482,What was the duration of the shutdown of Death Valley National Park due to flash flooding?,"['One month', 'Two months', 'Three months', 'Four months']",1,"### Article: Hurricane Hilary.
### Section: Impact.
### Subsection: United States.
### Text: 20 in (56 mm), setting a new single-day rainfall record; the amount was more than the annual average rainfall of 2. 15 in (55 mm). The highest rain totals were recorded in the San Bernardino Mountains – 11. 73 in (298 mm) at Raywood Flats, and the San Jacinto Mountains – 11. 74 in (298 mm) at Mount San Jacinto. In California, portions of I-8, I-10, I-15, SR 14, and the Pacific Coast Highway closed due to flooding and rockslides. All roads in Death Valley National Park were severely damaged by flash flooding, forcing a two-month shutdown of the entire park. Floodwaters entered Eisenhower Medical Center in Rancho Mirage, but this did not impact operations there. 9-1-1 lines were down in Palm Springs, Cathedral City, and Indio. Vehicles were inundated in Palm Springs, and Coachella Valley.",21
Q_483,Which cities had their 9-1-1 lines down due to the hurricane?,"['Los Angeles, San Diego, San Jose', 'Palm Springs, Cathedral City, Indio', 'San Francisco, Sacramento, Fresno', 'Oakland, San Bernardino, Riverside']",1,"### Article: Hurricane Hilary.
### Section: Impact.
### Subsection: United States.
### Text: 20 in (56 mm), setting a new single-day rainfall record; the amount was more than the annual average rainfall of 2. 15 in (55 mm). The highest rain totals were recorded in the San Bernardino Mountains – 11. 73 in (298 mm) at Raywood Flats, and the San Jacinto Mountains – 11. 74 in (298 mm) at Mount San Jacinto. In California, portions of I-8, I-10, I-15, SR 14, and the Pacific Coast Highway closed due to flooding and rockslides. All roads in Death Valley National Park were severely damaged by flash flooding, forcing a two-month shutdown of the entire park. Floodwaters entered Eisenhower Medical Center in Rancho Mirage, but this did not impact operations there. 9-1-1 lines were down in Palm Springs, Cathedral City, and Indio. Vehicles were inundated in Palm Springs, and Coachella Valley.",21
Q_508,Who posted a picture on social media that showed the security desk details for the debate venue?,"['Dasha Burns', 'Jason Miller', 'Justin Caparole', 'Danny Tiso']",0,"### Article: 2024 Republican Party presidential debates and forums.
### Section: Controversies.
### Subsection: First debate qualification controversy.
### Text: So what am I now, a terrorist?"" NBC correspondent Dasha Burns posted a picture on social media that was on the security desk that detailed who was not allowed at the debate venue. This included Elder and his campaign, three Trump staffers (Jason Miller, Justin Caparole and Danny Tiso) and Vivek Ramaswamy campaign credentials. Fox News clarified that it was not involved with the ""production of the document"" and ""did not sanction"" the wording. McDaniel defended the criteria, stating that ""they were applied. equally to every candidate"", as did Keith Schipper, an RNC spokesman.",22
Q_509,Which news organization clarified that it was not involved with the production of the document?,"['NBC', 'Fox News', 'CNN', 'ABC']",1,"### Article: 2024 Republican Party presidential debates and forums.
### Section: Controversies.
### Subsection: First debate qualification controversy.
### Text: So what am I now, a terrorist?"" NBC correspondent Dasha Burns posted a picture on social media that was on the security desk that detailed who was not allowed at the debate venue. This included Elder and his campaign, three Trump staffers (Jason Miller, Justin Caparole and Danny Tiso) and Vivek Ramaswamy campaign credentials. Fox News clarified that it was not involved with the ""production of the document"" and ""did not sanction"" the wording. McDaniel defended the criteria, stating that ""they were applied. equally to every candidate"", as did Keith Schipper, an RNC spokesman.",22
Q_510,"Who defended the debate qualification criteria, stating that they were applied equally to every candidate?","['Keith Schipper', 'McDaniel', 'Vivek Ramaswamy', 'Elder']",1,"### Article: 2024 Republican Party presidential debates and forums.
### Section: Controversies.
### Subsection: First debate qualification controversy.
### Text: So what am I now, a terrorist?"" NBC correspondent Dasha Burns posted a picture on social media that was on the security desk that detailed who was not allowed at the debate venue. This included Elder and his campaign, three Trump staffers (Jason Miller, Justin Caparole and Danny Tiso) and Vivek Ramaswamy campaign credentials. Fox News clarified that it was not involved with the ""production of the document"" and ""did not sanction"" the wording. McDaniel defended the criteria, stating that ""they were applied. equally to every candidate"", as did Keith Schipper, an RNC spokesman.",22
Q_511,What was the title of the person who defended the debate qualification criteria alongside McDaniel?,"['RNC Chairman', 'RNC Spokesman', 'Debate Organizer', 'Campaign Manager']",1,"### Article: 2024 Republican Party presidential debates and forums.
### Section: Controversies.
### Subsection: First debate qualification controversy.
### Text: So what am I now, a terrorist?"" NBC correspondent Dasha Burns posted a picture on social media that was on the security desk that detailed who was not allowed at the debate venue. This included Elder and his campaign, three Trump staffers (Jason Miller, Justin Caparole and Danny Tiso) and Vivek Ramaswamy campaign credentials. Fox News clarified that it was not involved with the ""production of the document"" and ""did not sanction"" the wording. McDaniel defended the criteria, stating that ""they were applied. equally to every candidate"", as did Keith Schipper, an RNC spokesman.",22
Q_564,On what date did SAG-AFTRA release a statement to its members announcing the end of the strike?,"['November 1, 2023', 'November 8, 2023', 'November 9, 2023', 'November 13, 2023']",1,"### Article: 2023 SAG-AFTRA strike.
### Section: Timeline of negotiations and strike activity.
### Subsection: Nov-23.
### Text: ] If I had ran my business trying to get everything at once, I wouldn't be here. I've got as much as I can for now, so let's see what we can do next. ""On November 8, 2023, SAG-AFTRA released a statement to its members that announced the end of the strike: “We are thrilled and proud to tell you that today your TV/Theatrical Negotiating Committee voted unanimously to approve a tentative agreement with the AMPTP. As of 12:01am on November 9, our strike is officially suspended and all picket locations are closed. "" The SAG-AFTRA's National Board committee then approved the agreement by a majority of 86%. The summary of the agreement would be published on November 13, 2023. Voting among SAG-AFTRA members began on November 14 and is scheduled to conclude on December 5.",24
Q_565,What percentage of the SAG-AFTRA National Board committee approved the agreement?,"['75%', '80%', '86%', '90%']",2,"### Article: 2023 SAG-AFTRA strike.
### Section: Timeline of negotiations and strike activity.
### Subsection: Nov-23.
### Text: ] If I had ran my business trying to get everything at once, I wouldn't be here. I've got as much as I can for now, so let's see what we can do next. ""On November 8, 2023, SAG-AFTRA released a statement to its members that announced the end of the strike: “We are thrilled and proud to tell you that today your TV/Theatrical Negotiating Committee voted unanimously to approve a tentative agreement with the AMPTP. As of 12:01am on November 9, our strike is officially suspended and all picket locations are closed. "" The SAG-AFTRA's National Board committee then approved the agreement by a majority of 86%. The summary of the agreement would be published on November 13, 2023. Voting among SAG-AFTRA members began on November 14 and is scheduled to conclude on December 5.",24
Q_566,When is the voting among SAG-AFTRA members scheduled to conclude?,"['November 20, 2023', 'December 1, 2023', 'December 5, 2023', 'December 10, 2023']",2,"### Article: 2023 SAG-AFTRA strike.
### Section: Timeline of negotiations and strike activity.
### Subsection: Nov-23.
### Text: ] If I had ran my business trying to get everything at once, I wouldn't be here. I've got as much as I can for now, so let's see what we can do next. ""On November 8, 2023, SAG-AFTRA released a statement to its members that announced the end of the strike: “We are thrilled and proud to tell you that today your TV/Theatrical Negotiating Committee voted unanimously to approve a tentative agreement with the AMPTP. As of 12:01am on November 9, our strike is officially suspended and all picket locations are closed. "" The SAG-AFTRA's National Board committee then approved the agreement by a majority of 86%. The summary of the agreement would be published on November 13, 2023. Voting among SAG-AFTRA members began on November 14 and is scheduled to conclude on December 5.",24
Q_567,At what time was the strike officially suspended?,"['12:00am on November 8', '12:01am on November 9', '12:00pm on November 9', '11:59pm on November 8']",1,"### Article: 2023 SAG-AFTRA strike.
### Section: Timeline of negotiations and strike activity.
### Subsection: Nov-23.
### Text: ] If I had ran my business trying to get everything at once, I wouldn't be here. I've got as much as I can for now, so let's see what we can do next. ""On November 8, 2023, SAG-AFTRA released a statement to its members that announced the end of the strike: “We are thrilled and proud to tell you that today your TV/Theatrical Negotiating Committee voted unanimously to approve a tentative agreement with the AMPTP. As of 12:01am on November 9, our strike is officially suspended and all picket locations are closed. "" The SAG-AFTRA's National Board committee then approved the agreement by a majority of 86%. The summary of the agreement would be published on November 13, 2023. Voting among SAG-AFTRA members began on November 14 and is scheduled to conclude on December 5.",24
Q_584,When was the Sourdough Fire reopened for travel with pilot vehicles to direct traffic?,"['August 25', 'August 30', 'September 1', 'September 11']",1,"### Article: Sourdough Fire.
### Section: History.
### Subsection: None.
### Text: It closed a day later and was reopened on August 30 for travel with pilot vehicles to direct traffic. The North Cascades Institute cancelled all of their programs for 2023 as a result of the fire, which forced their on-site employees to evacuate from dormitories. Management of the Sourdough Fire was transferred from the Northwest Incident Management Team 8 to the National Park Service on August 29 following successful containment measures. The fire's spread slowed after rainfall in early September as containment reached 25 percent; several campsites and recreation areas in the North Cascades National Park Complex were reopened on September 11 due to improved conditions.",25
Q_585,Which organization cancelled all their programs for 2023 due to the Sourdough Fire?,"['National Park Service', 'Northwest Incident Management Team 8', 'North Cascades Institute', 'US Forest Service']",2,"### Article: Sourdough Fire.
### Section: History.
### Subsection: None.
### Text: It closed a day later and was reopened on August 30 for travel with pilot vehicles to direct traffic. The North Cascades Institute cancelled all of their programs for 2023 as a result of the fire, which forced their on-site employees to evacuate from dormitories. Management of the Sourdough Fire was transferred from the Northwest Incident Management Team 8 to the National Park Service on August 29 following successful containment measures. The fire's spread slowed after rainfall in early September as containment reached 25 percent; several campsites and recreation areas in the North Cascades National Park Complex were reopened on September 11 due to improved conditions.",25
